file_name,prompt
Hyundai Marine & Fire Insurance HIVISION CENTER_20180115180048727.jpg_1920.jpg,"a very tall building with a lot of windows, japanese architecture, pritzker architecture prize, architecture award winner, cg architects, open wall architecture, architecture digest, european japanese buildings, avetetsuya studios, inspired by Tadao Ando, overall architectural design, japanese high school, dezeen, multistory building, award winning architecture, archdaily"
Hyundai Marine & Fire Insurance HIVISION CENTER_20180115180049118.jpg_1920.jpg,"a person that is standing in front of a building, pritzker architecture prize, full of clear glass facades, architecture award winner, architecture digest, inspired by Tadao Ando, well-designed masterpiece, archdaily, national art school mfa, inspired by David Chipperfield, korean traditional palace, inspired by Peter Zumthor, dezeen"
Hyundai Marine & Fire Insurance HIVISION CENTER_20180115180049602.jpg_1920.jpg,"a view of the outside of a building at night, pritzker architecture prize, full of clear glass facades, architecture award winner, architecture digest, lecture halls and gambling dens, inspired by Tadao Ando, arborescent architecture, white map library, transparent glass surfaces, artsationhq, overall architectural design, overwatch building, dezeen showroom"
Hyundai Marine & Fire Insurance HIVISION CENTER_20180115180816056.jpg_1400.jpg,"a building with a courtyard in front of it, pritzker architecture prize, cg architects, architecture digest, architecture magazine, archdaily, overall architectural design, architectural magazine, architecture award winner, by Jiao Bingzhen, multistory building, inspired by Jiao Bingzhen, dezeen, chinese architecture, sustainable architecture, heise jinyao"
Hyundai Marine & Fire Insurance HIVISION CENTER_20180115180818290.jpg_456.jpg,"a building with a parking lot in front of it, pritzker architecture prize, japanese architecture, cg architects, architecture award winner, sustainable architecture, overall architectural design, office building, chinese architecture, research complex, award winning architecture, dezeen, rammed earth courtyard, inspired by Tadao Ando, inspired by Tosa Mitsuoki, multistory building, architecture digest"
Hyundai Marine & Fire Insurance HIVISION CENTER_20180115180818806.jpg_456.jpg,"a tall building sitting on top of a lush green hillside, cg architects, coper cladding, black vertical slatted timber, metal cladding wall, sustainable architecture, japanese architecture, wood panel walls, pritzker architecture prize, white plank siding, arborescent architecture, polygonal iron steel walls, metal panels, architecture magazine, organic polycarbon, architectural magazine"
Hyundai Marine & Fire Insurance HIVISION CENTER_20180115180939947.jpg_456.jpg,"a couple of chairs sitting next to each other in a lobby, white marble interior photograph, paneled walls, architectural finishes, translucent pastel panels, paler. millions of glass-walled, large glass windows, full of clear glass facades, clear glass wall, open wall architecture, cg architects, low spacial lighting : :, interior architecture view, commercial lighting"
"Hyundai Marine & Fire Insurance Office, Jamsil_P_002.jpg","a very tall building with a lot of windows, sharp hq rendering, sleek glass buildings, coper cladding, impossible stijl architecture, vertical architecture, metal panels, overall architectural design, modern glass building, multistory building, metal cladding wall, megatall building, precise architectural rendering, minimalist architecture, high quality architectural art, three - dimensional rendering, cg architects"
"Hyundai Marine & Fire Insurance Office, Jamsil_P_003.jpg","a group of people that are standing in a building, architectural rendering, detailed renderings, sharp hq rendering, lumion rendering, detailed rendering, conceptual rendering, a digital rendering, overall architectural design, photoralistic rendering, digital rendering, rendering of checkmate, artistic rendering, architecture visualization, elegant walkways between towers, three - dimensional rendering"
"Hyundai Marine & Fire Insurance Office, Jamsil_P_004.jpg","a very tall building with a lot of windows, sharp hq rendering, emphasis on tall buildings, lumion rendering, syndicate corporation, sleek glass buildings, architectural rendering, full of clear glass facades, concentrated buildings, with shiny glass buildings, overall architectural design, three - dimensional rendering, lumion render, detailed renderings, paler. millions of glass-walled"
Hyundai Pangyo Department Store_P_002.jpg,"a large building sitting on the side of a road, huge viewscreen at front, retaildesignblog.net, overall architectural design, architecture award winner, giant hall, the hard and strong buildings, well-designed masterpiece, realistic building, full of clear glass facades, high détail, seoul, renderhub next2020, commercial photo, multistory building"
Hyundai Pangyo Department Store_P_003.jpg,"a city street filled with lots of traffic next to tall buildings, full of clear glass facades, pritzker architecture prize, giant hall, on a futuristic shopping mall, shenzhen, shopping mall, architecture award winner, seoul, retaildesignblog.net, overall architectural design, large commercial led screens, architecture digest, giant led screens, realistic building, city square"
Hyundai Pangyo Department Store_P_004.jpg,"a tall building with a clock on top of it, commercial photograph, corporate logo, with merchant logo, company logo, commercial photo, corporate photo, symmetrical logo, award - winning brand agency, 3 d logo, the hard and strong buildings, iconic logo symbol, exterior design, modern logo, logo without text, header with logo, signboards"
Hyundai Pangyo Department Store_P_005.jpg,"a group of people walking around a courtyard, bangkok townsquare, urban plaza, post - soviet courtyard, located in hajibektash complex, retaildesignblog.net, brutalist courtyard, city square, parks and public space, retaildesignblog, polygonal iron steel walls, modern lush condo as shopfront, design milk, empty buildings with vegetation"
Hyundai Pangyo Department Store_P_006.jpg,"a red fire hydrant sitting in front of a tall building, alvaro siza, pritzker architecture prize, inspired by David Chipperfield, museum of modern art, modern art museum, nationalgalleryofart, museum of art, national art school mfa, rammed earth courtyard, photo courtesy museum of art, artsationhq, by David Chipperfield"
